"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","H.poly.EPG","EappINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"5119","66866525","66866525-2012-06-08",80,90,2012-06-08,"HA1",2012,"M","Adult","666.666666666666",0,0,0,NA,0,0,NA,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,4,0,1,5,0.166666666666667,1,12,0.0769230769230769,1,15,0.0625,1,16,0.0588235294117647,1,16,0.0588235294117647,1,19,0.05
"5120","66866543","66866543-2012-09-27",50,0,2012-09-27,"HA1",2012,"F","NotAdult","0",1,1,1,0.5,1,3,0.25,1,4,0.2,1,17,0.0555555555555556,3,26,0.103448275862069,3,30,0.0909090909090909,3,37,0.075,4,46,0.08,6,56,0.0967741935483871,8,64,0.111111111111111,15,102,0.128205128205128,23,150,0.132947976878613,27,172,0.135678391959799,29,194,0.130044843049327,40,219,0.154440154440154,51,245,0.172297297297297,66,277,0.192419825072886
"5135","66867586","66867586-2012-09-27",0,40,2012-09-27,"HA1",2012,"M","Adult","0",0,0,2,0,1,11,0.0833333333333333,2,18,0.1,4,27,0.129032258064516,5,40,0.111111111111111,5,50,0.0909090909090909,6,60,0.0909090909090909,10,79,0.112359550561798,11,91,0.107843137254902,11,102,0.0973451327433628,22,136,0.139240506329114,25,156,0.138121546961326,34,183,0.15668202764977,39,206,0.159183673469388,50,231,0.177935943060498,58,260,0.182389937106918,66,281,0.190201729106628
"5193","66872112","66872112-2012-09-25",0,70,2012-09-25,"HA1",2012,"M","Adult","0",0,1,1,0.5,4,10,0.285714285714286,7,17,0.291666666666667,10,24,0.294117647058824,11,36,0.234042553191489,11,41,0.211538461538462,12,50,0.193548387096774,13,58,0.183098591549296,14,70,0.166666666666667,14,73,0.160919540229885,22,104,0.174603174603175,24,132,0.153846153846154,32,166,0.161616161616162,38,192,0.165217391304348,48,213,0.183908045977011,52,235,0.181184668989547,57,252,0.184466019417476
"5194","66872112","66872112-2012-10-09",0,70,2012-10-09,"HA1",2012,"M","Adult","0",0,1,3,0.25,4,17,0.19047619047619,7,26,0.212121212121212,10,35,0.222222222222222,11,50,0.180327868852459,11,56,0.164179104477612,12,66,0.153846153846154,15,74,0.168539325842697,17,88,0.161904761904762,17,92,0.155963302752294,30,132,0.185185185185185,33,167,0.165,44,207,0.175298804780877,54,242,0.182432432432432,65,270,0.194029850746269,70,303,0.187667560321716,76,329,0.187654320987654
"5195","66872112","66872112-2012-10-23",10,70,2012-10-23,"HA1",2012,"M","Adult","3.84615384615385",0,3,6,0.333333333333333,7,26,0.212121212121212,7,43,0.14,8,55,0.126984126984127,13,70,0.156626506024096,13,77,0.144444444444444,15,85,0.15,22,105,0.173228346456693,30,121,0.198675496688742,31,127,0.19620253164557,40,170,0.19047619047619,55,218,0.201465201465201,71,260,0.214501510574018,82,312,0.208121827411168,93,350,0.209932279909707,100,394,0.202429149797571,105,405,0.205882352941176
"5196","66872112","66872112-2012-11-06",0,40,2012-11-06,"HA1",2012,"M","Adult","0",0,0,6,0,1,19,0.05,2,28,0.0666666666666667,6,45,0.117647058823529,9,65,0.121621621621622,9,80,0.101123595505618,10,99,0.0917431192660551,14,126,0.1,16,149,0.096969696969697,16,169,0.0864864864864865,30,227,0.116731517509728,38,259,0.127946127946128,57,301,0.159217877094972,70,342,0.169902912621359,85,388,0.179704016913319,98,441,0.181818181818182,111,488,0.185308848080134
"5197","66872112","66872112-2012-11-20",0,60,2012-11-20,"HA1",2012,"M","Adult","0",0,0,7,0,2,21,0.0869565217391304,5,35,0.125,5,56,0.0819672131147541,8,82,0.0888888888888889,12,86,0.122448979591837,17,102,0.142857142857143,21,129,0.14,22,141,0.134969325153374,27,158,0.145945945945946,41,232,0.15018315018315,53,295,0.152298850574713,67,343,0.163414634146341,85,382,0.182012847965739,99,437,0.184701492537313,109,485,0.183501683501683,118,538,0.179878048780488
"5198","66872112","66872112-2012-12-04",10,40,2012-12-04,"HA1",2012,"M","Adult","0",0,1,4,0.2,6,24,0.2,7,47,0.12962962962963,9,69,0.115384615384615,11,111,0.0901639344262295,12,119,0.0916030534351145,15,148,0.0920245398773006,18,187,0.0878048780487805,24,202,0.106194690265487,28,223,0.111553784860558,36,290,0.110429447852761,57,334,0.145780051150895,76,399,0.16,94,456,0.170909090909091,109,522,0.172741679873217,123,591,0.172268907563025,126,603,0.172839506172839
"5305","66878865","66878865-2012-06-19",80,80,2012-06-19,"HA1",2012,"M","Adult","6.97674418604651",0,0,1,0,0,2,0,0,2,0,0,3,0,0,5,0,0,6,0,0,6,0,0,6,0,0,7,0,0,7,0,1,7,0.125,1,14,0.0666666666666667,1,17,0.0555555555555556,3,22,0.12,3,23,0.115384615384615,3,26,0.103448275862069,3,27,0.1
"5306","66878865","66878865-2012-07-03",70,0,2012-07-03,"HA1",2012,"M","Adult","0",0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2,0,1,2,0,1,2,0,1,4,1,0.8,4,3,0.571428571428571,4,3,0.571428571428571,4,10,0.285714285714286,4,14,0.222222222222222,5,26,0.161290322580645,5,36,0.121951219512195,5,44,0.102040816326531,5,51,0.0892857142857143,5,56,0.0819672131147541
"5307","66878865","66878865-2012-08-14",70,0,2012-08-14,"HA1",2012,"M","Adult","0",0,0,2,0,0,5,0,0,5,0,0,6,0,2,6,0.25,2,6,0.25,2,7,0.222222222222222,4,12,0.25,4,19,0.173913043478261,4,21,0.16,4,34,0.105263157894737,6,46,0.115384615384615,8,69,0.103896103896104,9,91,0.09,12,105,0.102564102564103,14,118,0.106060606060606,16,130,0.10958904109589
"5308","66878865","66878865-2012-07-31",60,100,2012-07-31,"HA1",2012,"M","Adult","0",0,1,0,1,1,3,0.25,1,4,0.2,1,7,0.125,1,10,0.0909090909090909,1,12,0.0769230769230769,2,14,0.125,2,15,0.117647058823529,2,17,0.105263157894737,2,21,0.0869565217391304,3,35,0.0789473684210526,4,50,0.0740740740740741,4,54,0.0689655172413793,7,62,0.101449275362319,7,76,0.0843373493975904,9,84,0.0967741935483871,9,95,0.0865384615384615
"5309","66878865","66878865-2012-08-29",100,80,2012-08-29,"HA1",2012,"M","Adult","0",1,2,3,0.4,3,7,0.3,6,9,0.4,6,11,0.352941176470588,8,17,0.32,8,23,0.258064516129032,8,23,0.258064516129032,10,25,0.285714285714286,13,30,0.302325581395349,14,30,0.318181818181818,17,46,0.26984126984127,19,58,0.246753246753247,21,69,0.233333333333333,24,84,0.222222222222222,26,109,0.192592592592593,31,134,0.187878787878788,32,154,0.172043010752688
"5322","66879360","66879360-2012-09-25",30,100,2012-09-25,"HA1",2012,"F","NotAdult","0",1,2,5,0.285714285714286,3,14,0.176470588235294,4,14,0.222222222222222,4,20,0.166666666666667,5,27,0.15625,7,34,0.170731707317073,12,43,0.218181818181818,15,50,0.230769230769231,19,58,0.246753246753247,20,62,0.24390243902439,25,92,0.213675213675214,31,119,0.206666666666667,40,144,0.217391304347826,49,169,0.224770642201835,52,196,0.209677419354839,54,228,0.191489361702128,58,253,0.186495176848875
"5446","66883112","66883112-2012-06-06",70,100,2012-06-06,"HA1",2012,"F","Adult","0",0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"5447","66883112","66883112-2012-06-19",80,100,2012-06-19,"HA1",2012,"F","Adult","0",0,0,0,NA,0,3,0,0,3,0,0,4,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,8,0,0,9,0,1,9,0.1,1,19,0.05,1,23,0.0416666666666667,3,23,0.115384615384615,3,23,0.115384615384615
"5503","66885846","66885846-2012-10-11",60,20,2012-10-11,"HA1",2012,"M","Adult","0",0,1,3,0.25,3,10,0.230769230769231,3,15,0.166666666666667,6,25,0.193548387096774,12,42,0.222222222222222,13,52,0.2,14,59,0.191780821917808,19,74,0.204301075268817,22,93,0.191304347826087,24,106,0.184615384615385,45,168,0.211267605633803,57,220,0.205776173285199,62,276,0.183431952662722,84,324,0.205882352941176,96,374,0.204255319148936,102,386,0.209016393442623,102,386,0.209016393442623
"5530","66887847","66887847-2012-10-10",100,40,2012-10-10,"HA1",2012,"M","Adult","0",0,1,4,0.2,1,15,0.0625,2,21,0.0869565217391304,4,29,0.121212121212121,8,36,0.181818181818182,9,42,0.176470588235294,14,50,0.21875,19,58,0.246753246753247,23,65,0.261363636363636,28,73,0.277227722772277,37,112,0.248322147651007,46,135,0.25414364640884,55,171,0.243362831858407,70,200,0.259259259259259,74,248,0.229813664596273,86,304,0.220512820512821,90,354,0.202702702702703
"5630","66893321","66893321-2012-09-25",70,70,2012-09-25,"HA1",2012,"M","Adult","0",0,0,1,0,1,5,0.166666666666667,2,13,0.133333333333333,8,19,0.296296296296296,13,34,0.276595744680851,15,37,0.288461538461538,16,42,0.275862068965517,25,56,0.308641975308642,30,68,0.306122448979592,30,71,0.297029702970297,34,115,0.228187919463087,42,153,0.215384615384615,51,188,0.213389121338912,59,227,0.206293706293706,59,247,0.19281045751634,60,261,0.186915887850467,60,261,0.186915887850467
"5631","66893321","66893321-2012-12-18",100,0,2012-12-18,"HA1",2012,"M","Adult","31.3725490196078",0,1,5,0.166666666666667,6,15,0.285714285714286,7,18,0.28,8,34,0.19047619047619,8,41,0.163265306122449,9,48,0.157894736842105,9,66,0.12,9,76,0.105882352941176,11,84,0.115789473684211,12,93,0.114285714285714,20,122,0.140845070422535,27,149,0.153409090909091,38,204,0.15702479338843,56,258,0.178343949044586,74,338,0.179611650485437,90,449,0.166975881261596,104,546,0.16
"5632","66893321","66893321-2012-12-05",80,60,2012-12-05,"HA1",2012,"M","Adult","1.78571428571429",0,0,2,0,10,21,0.32258064516129,17,40,0.298245614035088,22,56,0.282051282051282,31,83,0.271929824561404,39,100,0.280575539568345,42,111,0.274509803921569,48,134,0.263736263736264,52,177,0.22707423580786,55,201,0.21484375,74,285,0.206128133704735,88,352,0.2,103,414,0.199226305609284,115,511,0.18370607028754,125,602,0.171939477303989,126,632,0.16622691292876,126,632,0.16622691292876
"5633","66893321","66893321-2012-09-27",60,70,2012-09-27,"HA1",2012,"M","Adult","0",0,0,0,NA,1,6,0.142857142857143,3,12,0.2,4,18,0.181818181818182,10,31,0.24390243902439,16,37,0.30188679245283,24,43,0.358208955223881,27,58,0.317647058823529,30,78,0.277777777777778,30,86,0.258620689655172,46,144,0.242105263157895,54,189,0.222222222222222,62,223,0.217543859649123,66,266,0.198795180722892,67,276,0.19533527696793,67,282,0.191977077363897,67,282,0.191977077363897
"5739","67003077","67003077-2012-09-25",80,100,2012-09-25,"HA1",2012,"F","Adult","0",0,0,6,0,3,14,0.176470588235294,6,16,0.272727272727273,10,20,0.333333333333333,11,26,0.297297297297297,15,31,0.326086956521739,15,36,0.294117647058824,19,41,0.316666666666667,19,46,0.292307692307692,20,51,0.28169014084507,27,63,0.3,31,77,0.287037037037037,34,97,0.259541984732824,42,151,0.217616580310881,51,181,0.219827586206897,56,210,0.210526315789474,59,230,0.204152249134948
"5793","67006795","67006795-2012-09-25",20,40,2012-09-25,"HA1",2012,"M","Adult","0",1,1,2,0.333333333333333,2,16,0.111111111111111,4,28,0.125,4,43,0.0851063829787234,6,61,0.0895522388059701,7,74,0.0864197530864197,9,85,0.0957446808510638,14,102,0.120689655172414,15,110,0.12,15,113,0.1171875,21,145,0.126506024096386,29,167,0.147959183673469,37,203,0.154166666666667,51,229,0.182142857142857,58,259,0.182965299684543,60,261,0.186915887850467,60,261,0.186915887850467
"5794","67006795","67006795-2012-10-09",20,40,2012-10-09,"HA1",2012,"M","Adult","0",1,2,2,0.5,3,18,0.142857142857143,5,32,0.135135135135135,5,48,0.0943396226415094,8,73,0.0987654320987654,11,89,0.11,13,100,0.115044247787611,18,120,0.130434782608696,20,132,0.131578947368421,20,136,0.128205128205128,29,182,0.137440758293839,40,214,0.15748031496063,52,257,0.168284789644013,69,295,0.18956043956044,77,337,0.185990338164251,80,340,0.19047619047619,80,340,0.19047619047619
"5813","67007587","67007587-2012-08-30",10,70,2012-08-30,"HA1",2012,"M","Adult","0",1,2,3,0.4,4,11,0.266666666666667,4,19,0.173913043478261,5,27,0.15625,6,33,0.153846153846154,6,38,0.136363636363636,6,42,0.125,7,48,0.127272727272727,9,54,0.142857142857143,10,58,0.147058823529412,12,76,0.136363636363636,16,101,0.136752136752137,22,126,0.148648648648649,29,150,0.162011173184358,33,163,0.168367346938776,38,182,0.172727272727273,40,189,0.174672489082969
"5873","67010314","67010314-2012-06-21",10,70,2012-06-21,"HA1",2012,"M","Adult","12.5",0,0,0,NA,0,2,0,0,5,0,0,9,0,0,9,0,0,10,0,0,12,0,1,14,0.0666666666666667,1,17,0.0555555555555556,1,17,0.0555555555555556,1,22,0.0434782608695652,1,30,0.032258064516129,1,35,0.0277777777777778,1,43,0.0227272727272727,2,45,0.0425531914893617,3,51,0.0555555555555556,4,51,0.0727272727272727
"5878","67010536","67010536-2012-08-15",50,20,2012-08-15,"HA1",2012,"M","Adult","0",0,0,0,NA,1,3,0.25,1,5,0.166666666666667,2,7,0.222222222222222,2,13,0.133333333333333,2,19,0.0952380952380952,2,22,0.0833333333333333,4,28,0.125,5,36,0.121951219512195,5,39,0.113636363636364,10,71,0.123456790123457,12,103,0.104347826086957,14,111,0.112,18,123,0.127659574468085,21,143,0.128048780487805,21,144,0.127272727272727,21,144,0.127272727272727
"5930","67069635","67069635-2012-10-23",30,0,2012-10-23,"HA1",2012,"F","Adult","0",0,0,7,0,1,13,0.0714285714285714,3,18,0.142857142857143,6,28,0.176470588235294,7,45,0.134615384615385,7,53,0.116666666666667,8,64,0.111111111111111,10,77,0.114942528735632,13,98,0.117117117117117,13,110,0.105691056910569,21,152,0.121387283236994,28,179,0.135265700483092,38,218,0.1484375,54,263,0.170347003154574,65,300,0.178082191780822,87,349,0.19954128440367,103,393,0.207661290322581
"5963","67070550","67070550-2012-07-17",20,60,2012-07-17,"HA1",2012,"F","NotAdult","0",0,0,3,0,0,7,0,0,12,0,1,14,0.0666666666666667,1,18,0.0526315789473684,1,21,0.0454545454545455,1,22,0.0434782608695652,1,26,0.037037037037037,1,29,0.0333333333333333,1,34,0.0285714285714286,1,47,0.0208333333333333,2,55,0.0350877192982456,3,71,0.0405405405405405,3,77,0.0375,5,84,0.0561797752808989,6,84,0.0666666666666667,6,84,0.0666666666666667
"6065","67075638","67075638-2012-10-24",70,60,2012-10-24,"HA1",2012,"F","NotAdult","0",1,2,3,0.4,6,14,0.3,12,20,0.375,17,27,0.386363636363636,28,41,0.405797101449275,30,55,0.352941176470588,36,69,0.342857142857143,40,92,0.303030303030303,46,123,0.272189349112426,50,132,0.274725274725275,69,223,0.236301369863014,85,274,0.236768802228412,97,340,0.221967963386728,104,404,0.204724409448819,108,430,0.200743494423792,108,439,0.197440585009141,108,439,0.197440585009141
"6103","67078537","67078537-2012-12-05",50,40,2012-12-05,"HA1",2012,"M","Adult","136.363636363636",0,1,6,0.142857142857143,4,17,0.19047619047619,6,27,0.181818181818182,8,41,0.163265306122449,16,79,0.168421052631579,22,97,0.184873949579832,26,104,0.2,34,130,0.207317073170732,39,168,0.188405797101449,45,184,0.196506550218341,70,353,0.16548463356974,95,500,0.159663865546218,115,595,0.161971830985915,126,632,0.16622691292876,126,632,0.16622691292876,126,632,0.16622691292876,126,632,0.16622691292876
"6104","67078537","67078537-2012-12-18",10,20,2012-12-18,"HA1",2012,"M","Adult","403.225806451613",0,1,11,0.0833333333333333,4,52,0.0714285714285714,6,84,0.0666666666666667,8,102,0.0727272727272727,14,136,0.0933333333333333,14,155,0.0828402366863905,15,165,0.0833333333333333,16,182,0.0808080808080808,16,195,0.0758293838862559,18,205,0.0807174887892377,31,268,0.103678929765886,41,314,0.115492957746479,49,369,0.117224880382775,72,432,0.142857142857143,91,529,0.146774193548387,118,615,0.160982264665757,123,649,0.159326424870466
"6190","67083260","67083260-2012-12-20",80,90,2012-12-20,"HA1",2012,"M","Adult","0",0,1,5,0.166666666666667,7,40,0.148936170212766,13,61,0.175675675675676,17,89,0.160377358490566,35,117,0.230263157894737,38,128,0.228915662650602,38,136,0.218390804597701,46,161,0.222222222222222,49,169,0.224770642201835,54,171,0.24,67,215,0.23758865248227,81,268,0.232091690544413,84,361,0.18876404494382,105,463,0.184859154929577,119,555,0.176557863501484,129,632,0.169513797634691,130,674,0.161691542288557
"6247","67088327","67088327-2012-11-08",100,100,2012-11-08,"HA1",2012,"F","Adult","0",0,0,0,NA,3,12,0.2,4,14,0.222222222222222,7,31,0.184210526315789,10,41,0.196078431372549,10,45,0.181818181818182,13,55,0.191176470588235,21,67,0.238636363636364,24,72,0.25,29,78,0.271028037383178,41,105,0.280821917808219,52,138,0.273684210526316,64,173,0.270042194092827,74,220,0.251700680272109,85,289,0.227272727272727,102,365,0.218415417558887,110,412,0.210727969348659
"6249","67088367","67088367-2012-10-23",70,40,2012-10-23,"HA1",2012,"F","NotAdult","0",0,1,0,1,5,7,0.416666666666667,9,12,0.428571428571429,13,23,0.361111111111111,19,47,0.287878787878788,22,58,0.275,24,74,0.244897959183673,29,96,0.232,38,116,0.246753246753247,39,128,0.233532934131737,65,193,0.251937984496124,77,251,0.234756097560976,90,317,0.221130221130221,100,382,0.20746887966805,105,402,0.207100591715976,106,407,0.206627680311891,106,407,0.206627680311891
"6252","67088839","67088839-2012-10-23",20,60,2012-10-23,"HA1",2012,"M","Adult","0",0,0,6,0,2,24,0.0769230769230769,5,39,0.113636363636364,10,49,0.169491525423729,15,75,0.166666666666667,16,90,0.150943396226415,18,94,0.160714285714286,22,113,0.162962962962963,30,131,0.186335403726708,32,144,0.181818181818182,52,216,0.194029850746269,68,261,0.206686930091185,83,307,0.212820512820513,91,353,0.204954954954955,101,399,0.202,106,407,0.206627680311891,106,407,0.206627680311891
"6257","67089554","67089554-2012-09-25",40,90,2012-09-25,"HA1",2012,"F","Adult","0",1,1,0,1,2,7,0.222222222222222,4,18,0.181818181818182,4,20,0.166666666666667,9,30,0.230769230769231,9,34,0.209302325581395,13,42,0.236363636363636,16,54,0.228571428571429,19,68,0.218390804597701,24,75,0.242424242424242,31,119,0.206666666666667,43,143,0.231182795698925,49,168,0.225806451612903,51,194,0.208163265306122,54,227,0.192170818505338,60,260,0.1875,60,261,0.186915887850467
"6258","67089554","67089554-2012-10-09",30,60,2012-10-09,"HA1",2012,"F","Adult","0",0,1,1,0.5,3,15,0.166666666666667,4,27,0.129032258064516,6,37,0.13953488372093,12,53,0.184615384615385,16,68,0.19047619047619,18,78,0.1875,22,91,0.194690265486726,26,117,0.181818181818182,32,129,0.198757763975155,50,204,0.196850393700787,59,248,0.192182410423453,69,292,0.191135734072022,76,329,0.187654320987654,80,339,0.190930787589499,80,340,0.19047619047619,80,340,0.19047619047619
"6281","67091302","67091302-2012-08-14",10,10,2012-08-14,"HA1",2012,"F","NotAdult","0",0,0,5,0,0,14,0,0,27,0,1,32,0.0303030303030303,1,36,0.027027027027027,1,36,0.027027027027027,1,37,0.0263157894736842,2,43,0.0444444444444444,2,44,0.0434782608695652,2,45,0.0425531914893617,3,56,0.0508474576271186,4,68,0.0555555555555556,6,77,0.072289156626506,8,90,0.0816326530612245,10,100,0.0909090909090909,13,121,0.0970149253731343,15,128,0.104895104895105
"6282","67091302","67091302-2012-07-31",30,10,2012-07-31,"HA1",2012,"F","NotAdult","0",0,0,0,NA,0,3,0,0,8,0,0,13,0,0,17,0,0,18,0,0,20,0,2,30,0.0625,2,34,0.0555555555555556,2,36,0.0526315789473684,2,45,0.0425531914893617,4,59,0.0634920634920635,5,64,0.072463768115942,6,76,0.0731707317073171,7,87,0.074468085106383,8,97,0.0761904761904762,9,101,0.0818181818181818
"6283","67091302","67091302-2012-08-28",20,10,2012-08-28,"HA1",2012,"F","NotAdult","0",0,0,2,0,0,15,0,1,22,0.0434782608695652,1,25,0.0384615384615385,2,42,0.0454545454545455,2,44,0.0434782608695652,3,45,0.0625,3,49,0.0576923076923077,3,52,0.0545454545454545,3,53,0.0535714285714286,5,73,0.0641025641025641,7,87,0.074468085106383,11,103,0.0964912280701754,15,116,0.114503816793893,17,137,0.11038961038961,23,154,0.129943502824859,27,165,0.140625
"6284","67091302","67091302-2012-09-11",20,20,2012-09-11,"HA1",2012,"F","Adult","0",0,0,4,0,1,12,0.0769230769230769,3,25,0.107142857142857,4,35,0.102564102564103,6,53,0.101694915254237,6,64,0.0857142857142857,6,67,0.0821917808219178,6,74,0.075,8,82,0.0888888888888889,9,87,0.09375,12,101,0.106194690265487,15,119,0.111940298507463,21,135,0.134615384615385,28,159,0.149732620320856,39,191,0.169565217391304,45,209,0.177165354330709,47,211,0.182170542635659
"6285","67091302","67091302-2012-09-25",30,0,2012-09-25,"HA1",2012,"F","Adult","0",0,0,4,0,1,9,0.1,2,13,0.133333333333333,4,21,0.16,4,36,0.1,4,41,0.0888888888888889,5,50,0.0909090909090909,5,56,0.0819672131147541,7,68,0.0933333333333333,7,76,0.0843373493975904,10,104,0.087719298245614,15,123,0.108695652173913,19,147,0.114457831325301,29,178,0.140096618357488,33,197,0.143478260869565,46,222,0.171641791044776,58,253,0.186495176848875
"6383","67119635","67119635-2012-11-07",20,100,2012-11-07,"HA1",2012,"M","Adult","0",0,0,5,0,5,20,0.2,7,34,0.170731707317073,12,47,0.203389830508475,21,60,0.259259259259259,22,67,0.247191011235955,23,78,0.227722772277228,26,92,0.220338983050847,28,103,0.213740458015267,33,115,0.222972972972973,44,150,0.22680412371134,57,191,0.229838709677419,67,240,0.218241042345277,81,291,0.217741935483871,96,372,0.205128205128205,103,427,0.194339622641509,107,474,0.184165232358003
"6396","67123054","67123054-2012-08-02",70,90,2012-08-02,"HA1",2012,"M","Adult","0",1,1,0,1,1,7,0.125,2,13,0.133333333333333,2,15,0.117647058823529,3,18,0.142857142857143,4,20,0.166666666666667,4,22,0.153846153846154,4,27,0.129032258064516,4,29,0.121212121212121,4,31,0.114285714285714,6,39,0.133333333333333,6,54,0.1,9,72,0.111111111111111,11,84,0.115789473684211,14,97,0.126126126126126,14,117,0.106870229007634,14,122,0.102941176470588
"6397","67123054","67123054-2012-08-16",80,90,2012-08-16,"HA1",2012,"M","Adult","0",1,0,3,0,3,10,0.230769230769231,5,15,0.25,6,20,0.230769230769231,10,27,0.27027027027027,10,28,0.263157894736842,10,29,0.256410256410256,10,32,0.238095238095238,10,35,0.222222222222222,12,35,0.25531914893617,13,39,0.25,15,51,0.227272727272727,16,78,0.170212765957447,22,94,0.189655172413793,24,111,0.177777777777778,25,133,0.158227848101266,25,147,0.145348837209302
"6409","67125021","67125021-2012-06-19",0,0,2012-06-19,"HA1",2012,"M","Adult","0",0,0,1,0,0,2,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,7,0,0,11,0,0,13,0,0,15,0,1,17,0.0555555555555556,2,20,0.0909090909090909,3,23,0.115384615384615
"6410","67125021","67125021-2012-07-03",60,30,2012-07-03,"HA1",2012,"M","Adult","0",0,0,0,NA,1,0,1,1,0,1,2,1,0.666666666666667,2,4,0.333333333333333,2,5,0.285714285714286,2,8,0.2,2,10,0.166666666666667,3,11,0.214285714285714,3,16,0.157894736842105,5,24,0.172413793103448,5,36,0.121951219512195,5,47,0.0961538461538462,5,56,0.0819672131147541,5,57,0.0806451612903226,5,57,0.0806451612903226,5,57,0.0806451612903226
"6412","67125021","67125021-2012-08-14",80,30,2012-08-14,"HA1",2012,"M","Adult","2.85714285714286",0,1,1,0.5,1,3,0.25,1,3,0.25,2,11,0.153846153846154,4,18,0.181818181818182,6,20,0.230769230769231,6,21,0.222222222222222,6,25,0.193548387096774,6,29,0.171428571428571,6,31,0.162162162162162,7,45,0.134615384615385,7,59,0.106060606060606,11,84,0.115789473684211,15,103,0.127118644067797,16,125,0.113475177304965,16,134,0.106666666666667,16,135,0.105960264900662
"6413","67125021","67125021-2012-07-31",100,10,2012-07-31,"HA1",2012,"M","Adult","0",0,1,0,1,2,1,0.666666666666667,2,1,0.666666666666667,2,6,0.25,2,7,0.222222222222222,3,8,0.272727272727273,3,8,0.272727272727273,3,10,0.230769230769231,3,11,0.214285714285714,3,11,0.214285714285714,4,14,0.222222222222222,4,17,0.19047619047619,5,30,0.142857142857143,5,39,0.113636363636364,6,54,0.1,8,75,0.0963855421686747,8,90,0.0816326530612245
"6414","67125021","67125021-2012-08-15",80,20,2012-08-15,"HA1",2012,"M","Adult","0",0,0,0,NA,1,2,0.333333333333333,2,5,0.285714285714286,3,9,0.25,4,23,0.148148148148148,4,24,0.142857142857143,6,24,0.2,6,27,0.181818181818182,8,29,0.216216216216216,8,32,0.2,8,42,0.16,9,59,0.132352941176471,11,74,0.129411764705882,15,108,0.121951219512195,20,130,0.133333333333333,21,140,0.130434782608696,21,143,0.128048780487805
"6415","67125021","67125021-2012-08-29",100,40,2012-08-29,"HA1",2012,"M","Adult","0",0,0,0,NA,0,6,0,0,9,0,1,13,0.0714285714285714,4,15,0.210526315789474,4,17,0.19047619047619,5,21,0.192307692307692,8,26,0.235294117647059,8,32,0.2,10,35,0.222222222222222,14,56,0.2,19,63,0.231707317073171,21,83,0.201923076923077,25,99,0.201612903225806,25,121,0.171232876712329,32,151,0.174863387978142,33,177,0.157142857142857
"6421","67125021","67125021-2012-08-28",50,40,2012-08-28,"HA1",2012,"M","Adult","0",0,1,2,0.333333333333333,1,3,0.25,2,7,0.222222222222222,2,10,0.166666666666667,3,24,0.111111111111111,3,28,0.0967741935483871,4,29,0.121212121212121,7,32,0.179487179487179,7,47,0.12962962962963,7,50,0.12280701754386,13,99,0.116071428571429,20,135,0.129032258064516,27,161,0.143617021276596,29,167,0.147959183673469,29,167,0.147959183673469,29,167,0.147959183673469,29,167,0.147959183673469
"6422","67125021","67125021-2012-08-30",50,30,2012-08-30,"HA1",2012,"M","Adult","3.2258064516129",0,0,0,NA,1,7,0.125,2,11,0.153846153846154,3,13,0.1875,5,17,0.227272727272727,6,26,0.1875,7,30,0.189189189189189,8,41,0.163265306122449,11,56,0.164179104477612,12,62,0.162162162162162,16,108,0.129032258064516,24,143,0.143712574850299,28,160,0.148936170212766,39,185,0.174107142857143,40,189,0.174672489082969,40,189,0.174672489082969,40,189,0.174672489082969
"6423","67125021","67125021-2012-09-11",50,20,2012-09-11,"HA1",2012,"M","Adult","11.1111111111111",0,0,1,0,1,6,0.142857142857143,1,9,0.1,2,16,0.111111111111111,3,25,0.107142857142857,3,33,0.0833333333333333,4,38,0.0952380952380952,8,47,0.145454545454545,10,59,0.144927536231884,10,62,0.138888888888889,18,107,0.144,21,146,0.125748502994012,28,158,0.150537634408602,36,182,0.165137614678899,47,209,0.18359375,47,211,0.182170542635659,47,211,0.182170542635659
