"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","H.poly.EPG","EhungINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"7456","79776883","79776883-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult","0",0,1,4,0.2,6,28,0.176470588235294,11,53,0.171875,11,66,0.142857142857143,15,98,0.132743362831858,15,112,0.118110236220472,16,117,0.120300751879699,18,129,0.122448979591837,23,144,0.137724550898204,26,151,0.146892655367232,34,187,0.153846153846154,42,231,0.153846153846154,55,292,0.15850144092219,74,359,0.170900692840647,90,435,0.171428571428571,101,514,0.164227642276423,102,547,0.157164869029276
"7457","79776883","79776883-2012-11-21",90,80,2012-11-21,"HA1",2012,"M","Adult","0",1,2,7,0.222222222222222,7,32,0.179487179487179,13,60,0.178082191780822,13,73,0.151162790697674,17,112,0.131782945736434,18,128,0.123287671232877,19,133,0.125,21,146,0.125748502994012,26,162,0.138297872340426,29,170,0.14572864321608,37,214,0.147410358565737,47,260,0.153094462540717,62,331,0.157760814249364,83,403,0.170781893004115,100,485,0.170940170940171,112,575,0.163027656477438,114,611,0.157241379310345
"7458","79776883","79776883-2012-12-18",80,80,2012-12-18,"HA1",2012,"M","Adult","57.8947368421053",0,0,5,0,7,27,0.205882352941176,12,56,0.176470588235294,17,91,0.157407407407407,25,157,0.137362637362637,31,181,0.14622641509434,34,188,0.153153153153153,37,203,0.154166666666667,39,215,0.153543307086614,41,224,0.154716981132075,54,276,0.163636363636364,69,354,0.163120567375887,87,431,0.167953667953668,110,531,0.171606864274571,124,634,0.163588390501319,132,703,0.158083832335329,133,724,0.155192532088681
"7459","79776883","79776883-2012-12-05",70,90,2012-12-05,"HA1",2012,"M","Adult","4.10958904109589",0,2,10,0.166666666666667,4,33,0.108108108108108,6,65,0.0845070422535211,8,80,0.0909090909090909,17,113,0.130769230769231,19,121,0.135714285714286,24,146,0.141176470588235,33,180,0.154929577464789,38,198,0.161016949152542,40,209,0.160642570281124,53,257,0.170967741935484,68,331,0.170426065162907,90,421,0.176125244618395,103,512,0.167479674796748,117,580,0.167862266857963,125,662,0.158831003811944,125,687,0.153940886699507
"7493","79778567","79778567-2012-10-10",10,0,2012-10-10,"HA1",2012,"F","Adult","0",0,0,5,0,2,20,0.0909090909090909,4,30,0.117647058823529,4,42,0.0869565217391304,4,59,0.0634920634920635,5,63,0.0735294117647059,6,71,0.0779220779220779,7,79,0.0813953488372093,7,86,0.0752688172043011,9,92,0.0891089108910891,12,119,0.0916030534351145,19,153,0.11046511627907,27,187,0.126168224299065,38,219,0.147859922178988,46,256,0.152317880794702,58,318,0.154255319148936,69,368,0.157894736842105
"7494","79778567","79778567-2012-10-23",10,0,2012-10-23,"HA1",2012,"F","Adult","0",0,0,6,0,2,23,0.08,4,35,0.102564102564103,4,47,0.0784313725490196,4,66,0.0571428571428571,5,70,0.0666666666666667,6,78,0.0714285714285714,7,89,0.0729166666666667,7,97,0.0673076923076923,9,104,0.079646017699115,13,134,0.0884353741496599,21,173,0.108247422680412,30,213,0.123456790123457,42,248,0.144827586206897,50,294,0.145348837209302,62,367,0.144522144522145,75,422,0.150905432595573
"7495","79778567","79778567-2012-11-07",30,0,2012-11-07,"HA1",2012,"F","Adult","0",0,0,10,0,0,19,0,3,27,0.1,5,44,0.102040816326531,6,66,0.0833333333333333,6,77,0.072289156626506,7,90,0.0721649484536082,10,106,0.0862068965517241,12,136,0.0810810810810811,14,148,0.0864197530864197,21,204,0.0933333333333333,27,242,0.100371747211896,42,289,0.126888217522659,63,362,0.148235294117647,73,416,0.149284253578732,91,486,0.157712305025997,100,550,0.153846153846154
"7496","79778567","79778567-2012-11-20",10,10,2012-11-20,"HA1",2012,"F","Adult","3.125",0,2,10,0.166666666666667,5,44,0.102040816326531,6,78,0.0714285714285714,7,92,0.0707070707070707,9,120,0.0697674418604651,9,123,0.0681818181818182,11,128,0.079136690647482,12,148,0.075,14,157,0.0818713450292398,14,161,0.08,23,211,0.0982905982905983,38,256,0.129251700680272,50,298,0.14367816091954,61,367,0.142523364485981,80,438,0.154440154440154,98,548,0.151702786377709,103,585,0.149709302325581
"7512","79779379","79779379-2012-08-28",100,20,2012-08-28,"HA1",2012,"M","Adult","0",1,0,4,0,3,11,0.214285714285714,4,13,0.235294117647059,4,14,0.222222222222222,4,19,0.173913043478261,4,23,0.148148148148148,4,23,0.148148148148148,4,27,0.129032258064516,6,30,0.166666666666667,7,30,0.189189189189189,9,40,0.183673469387755,12,60,0.166666666666667,12,72,0.142857142857143,14,91,0.133333333333333,19,122,0.134751773049645,22,149,0.128654970760234,26,172,0.131313131313131
"7513","79779379","79779379-2012-08-16",80,10,2012-08-16,"HA1",2012,"M","Adult","0",0,0,0,NA,1,4,0.2,2,6,0.25,4,11,0.266666666666667,5,18,0.217391304347826,6,25,0.193548387096774,6,26,0.1875,6,28,0.176470588235294,6,28,0.176470588235294,7,29,0.194444444444444,9,41,0.18,11,55,0.166666666666667,12,79,0.131868131868132,17,109,0.134920634920635,20,145,0.121212121212121,23,159,0.126373626373626,25,167,0.130208333333333
"7514","79779379","79779379-2012-08-30",90,40,2012-08-30,"HA1",2012,"M","Adult","0",0,0,0,NA,0,5,0,2,14,0.125,2,15,0.117647058823529,5,23,0.178571428571429,5,25,0.166666666666667,6,30,0.166666666666667,8,40,0.166666666666667,10,46,0.178571428571429,12,50,0.193548387096774,15,69,0.178571428571429,17,93,0.154545454545455,20,121,0.141843971631206,24,145,0.142011834319527,29,183,0.136792452830189,33,209,0.136363636363636,34,212,0.138211382113821
"7545","79781605","79781605-2012-10-09",60,40,2012-10-09,"HA1",2012,"F","Adult","0",0,0,2,0,2,9,0.181818181818182,4,15,0.210526315789474,8,25,0.242424242424242,9,45,0.166666666666667,12,59,0.169014084507042,14,67,0.172839506172839,16,86,0.156862745098039,18,102,0.15,19,113,0.143939393939394,39,209,0.157258064516129,54,277,0.163141993957704,68,346,0.164251207729469,74,375,0.164810690423163,75,382,0.164113785557987,75,382,0.164113785557987,75,382,0.164113785557987
"7562","79782524","79782524-2012-10-24",40,100,2012-10-24,"HA1",2012,"F","Adult","0",0,1,7,0.125,7,23,0.233333333333333,8,27,0.228571428571429,11,41,0.211538461538462,13,50,0.206349206349206,13,56,0.188405797101449,14,68,0.170731707317073,18,87,0.171428571428571,23,102,0.184,26,121,0.17687074829932,42,192,0.179487179487179,51,238,0.176470588235294,65,294,0.181058495821727,71,335,0.17487684729064,77,397,0.162447257383966,84,446,0.158490566037736,91,499,0.154237288135593
"7563","79782524","79782524-2012-11-07",80,70,2012-11-07,"HA1",2012,"F","Adult","0",0,0,4,0,3,26,0.103448275862069,4,46,0.08,8,64,0.111111111111111,18,101,0.151260504201681,21,118,0.151079136690647,23,131,0.149350649350649,27,153,0.15,32,174,0.155339805825243,33,178,0.156398104265403,44,241,0.154385964912281,58,306,0.159340659340659,75,370,0.168539325842697,93,444,0.173184357541899,101,522,0.162118780096308,102,564,0.153153153153153,103,573,0.152366863905325
"7564","79782524","79782524-2012-12-04",80,100,2012-12-04,"HA1",2012,"F","Adult","5.26315789473684",0,1,13,0.0714285714285714,3,30,0.0909090909090909,6,44,0.12,7,62,0.101449275362319,14,89,0.135922330097087,16,102,0.135593220338983,18,115,0.135338345864662,21,133,0.136363636363636,26,148,0.149425287356322,28,162,0.147368421052632,44,210,0.173228346456693,52,246,0.174496644295302,63,298,0.174515235457064,86,402,0.176229508196721,99,486,0.169230769230769,115,556,0.171385991058122,121,602,0.167358229598893
"7565","79782524","79782524-2012-11-21",100,100,2012-11-21,"HA1",2012,"F","Adult","116.129032258065",0,0,2,0,2,16,0.111111111111111,3,19,0.136363636363636,6,41,0.127659574468085,9,54,0.142857142857143,9,59,0.132352941176471,12,72,0.142857142857143,16,89,0.152380952380952,17,97,0.149122807017544,18,109,0.141732283464567,20,155,0.114285714285714,31,192,0.139013452914798,44,237,0.156583629893238,54,290,0.156976744186047,73,364,0.167048054919908,94,453,0.171846435100548,105,509,0.171009771986971
"7566","79782524","79782524-2012-12-18",90,90,2012-12-18,"HA1",2012,"F","Adult","39.2857142857143",1,1,4,0.2,9,36,0.2,14,73,0.160919540229885,18,92,0.163636363636364,23,118,0.163120567375887,23,124,0.156462585034014,24,140,0.146341463414634,27,165,0.140625,28,179,0.135265700483092,30,186,0.138888888888889,42,222,0.159090909090909,53,270,0.164086687306502,66,331,0.16624685138539,86,423,0.168958742632613,109,523,0.17246835443038,123,626,0.164218958611482,129,672,0.161048689138577
"7587","79783063","79783063-2012-09-28",100,60,2012-09-28,"HA1",2012,"F","Adult","0",0,0,1,0,1,7,0.125,3,14,0.176470588235294,6,26,0.1875,8,33,0.195121951219512,8,39,0.170212765957447,10,53,0.158730158730159,11,63,0.148648648648649,12,72,0.142857142857143,14,80,0.148936170212766,20,123,0.13986013986014,29,147,0.164772727272727,34,174,0.163461538461538,36,206,0.148760330578512,47,249,0.158783783783784,62,299,0.171745152354571,67,343,0.163414634146341
"7589","79783063","79783063-2012-12-06",100,90,2012-12-06,"HA1",2012,"F","Adult","17.2413793103448",0,3,13,0.1875,6,34,0.15,10,46,0.178571428571429,13,60,0.178082191780822,16,88,0.153846153846154,18,94,0.160714285714286,21,110,0.16030534351145,23,130,0.150326797385621,24,143,0.143712574850299,25,150,0.142857142857143,35,204,0.146443514644351,44,245,0.152249134948097,55,293,0.158045977011494,74,369,0.167042889390519,91,456,0.16636197440585,109,543,0.167177914110429,119,617,0.161684782608696
"7590","79783063","79783063-2012-12-19",100,90,2012-12-19,"HA1",2012,"F","Adult","3.03030303030303",0,3,14,0.176470588235294,9,36,0.2,13,48,0.213114754098361,16,62,0.205128205128205,19,91,0.172727272727273,21,97,0.177966101694915,24,115,0.172661870503597,26,135,0.161490683229814,27,148,0.154285714285714,28,158,0.150537634408602,38,214,0.150793650793651,47,256,0.155115511551155,59,307,0.16120218579235,78,385,0.168466522678186,95,477,0.166083916083916,115,570,0.167883211678832,125,646,0.162127107652399
"7591","79783071","79783071-2012-10-09",0,40,2012-10-09,"HA1",2012,"F","NotAdult","0",1,0,4,0,2,15,0.117647058823529,2,25,0.0740740740740741,2,42,0.0454545454545455,6,56,0.0967741935483871,7,65,0.0972222222222222,10,78,0.113636363636364,15,97,0.133928571428571,20,109,0.155038759689922,22,122,0.152777777777778,30,167,0.152284263959391,35,195,0.152173913043478,46,228,0.167883211678832,49,263,0.157051282051282,56,304,0.155555555555556,63,344,0.154791154791155,73,379,0.161504424778761
"7609","79784299","79784299-2012-09-28",80,70,2012-09-28,"HA1",2012,"F","NotAdult","0",0,0,2,0,2,17,0.105263157894737,2,28,0.0666666666666667,4,37,0.0975609756097561,9,59,0.132352941176471,11,68,0.139240506329114,12,78,0.133333333333333,14,89,0.135922330097087,18,100,0.152542372881356,18,103,0.148760330578512,27,145,0.156976744186047,35,183,0.160550458715596,46,228,0.167883211678832,62,273,0.185074626865672,66,322,0.170103092783505,67,348,0.16144578313253,68,354,0.161137440758294
"7622","79785369","79785369-2012-10-10",30,10,2012-10-10,"HA1",2012,"M","NotAdult","0",0,0,3,0,3,19,0.136363636363636,3,31,0.0882352941176471,4,40,0.0909090909090909,5,59,0.078125,6,68,0.0810810810810811,7,80,0.0804597701149425,10,107,0.0854700854700855,14,120,0.104477611940299,14,127,0.099290780141844,19,167,0.102150537634409,28,206,0.11965811965812,41,239,0.146428571428571,52,297,0.148997134670487,65,343,0.159313725490196,77,400,0.161425576519916,80,414,0.161943319838057
"7627","79785829","79785829-2012-12-04",0,0,2012-12-04,"HA1",2012,"M","Adult","0",0,1,10,0.0909090909090909,1,30,0.032258064516129,3,42,0.0666666666666667,3,58,0.0491803278688525,6,74,0.075,6,83,0.0674157303370786,7,103,0.0636363636363636,9,118,0.0708661417322835,11,126,0.0802919708029197,12,134,0.0821917808219178,19,173,0.0989583333333333,23,214,0.0970464135021097,39,259,0.130872483221477,51,313,0.14010989010989,65,369,0.149769585253456,80,452,0.150375939849624,102,554,0.155487804878049
"7659","79786360","79786360-2012-08-28",30,10,2012-08-28,"HA1",2012,"F","NotAdult","0",0,0,2,0,1,7,0.125,1,15,0.0625,2,21,0.0869565217391304,2,28,0.0666666666666667,2,33,0.0571428571428571,2,37,0.0512820512820513,4,50,0.0740740740740741,6,56,0.0967741935483871,6,62,0.0882352941176471,7,82,0.0786516853932584,12,102,0.105263157894737,16,116,0.121212121212121,21,133,0.136363636363636,23,150,0.132947976878613,28,171,0.14070351758794,29,181,0.138095238095238
"7660","79786360","79786360-2012-08-15",20,0,2012-08-15,"HA1",2012,"F","NotAdult","0",0,0,1,0,1,7,0.125,2,14,0.125,3,21,0.125,3,27,0.1,3,35,0.0789473684210526,3,36,0.0769230769230769,3,40,0.0697674418604651,3,42,0.0666666666666667,3,45,0.0625,6,58,0.09375,7,74,0.0864197530864197,7,86,0.0752688172043011,11,98,0.100917431192661,16,113,0.124031007751938,18,127,0.124137931034483,20,141,0.124223602484472
"7661","79786360","79786360-2012-09-25",10,10,2012-09-25,"HA1",2012,"F","Adult","0",0,1,5,0.166666666666667,3,20,0.130434782608696,4,38,0.0952380952380952,4,47,0.0784313725490196,6,57,0.0952380952380952,6,60,0.0909090909090909,8,63,0.112676056338028,8,74,0.0975609756097561,8,79,0.0919540229885057,8,82,0.0888888888888889,14,108,0.114754098360656,21,130,0.139072847682119,29,147,0.164772727272727,34,171,0.165853658536585,43,204,0.174089068825911,50,254,0.164473684210526,52,272,0.160493827160494
"7662","79786360","79786360-2012-09-11",30,30,2012-09-11,"HA1",2012,"F","Adult","0",0,0,1,0,1,6,0.142857142857143,1,17,0.0555555555555556,1,31,0.03125,7,46,0.132075471698113,9,54,0.142857142857143,9,65,0.121621621621622,11,81,0.119565217391304,13,95,0.12037037037037,13,98,0.117117117117117,19,128,0.129251700680272,25,151,0.142045454545455,30,177,0.144927536231884,37,217,0.145669291338583,39,234,0.142857142857143,39,239,0.140287769784173,39,239,0.140287769784173
"7664","79786360","79786360-2012-08-30",30,0,2012-08-30,"HA1",2012,"F","Adult","0",0,0,2,0,0,8,0,2,10,0.166666666666667,2,17,0.105263157894737,3,29,0.09375,3,32,0.0857142857142857,4,38,0.0952380952380952,4,42,0.0869565217391304,5,53,0.0862068965517241,6,56,0.0967741935483871,9,79,0.102272727272727,10,99,0.0917431192660551,15,115,0.115384615384615,23,138,0.142857142857143,26,151,0.146892655367232,28,178,0.135922330097087,33,202,0.140425531914894
"7666","79786360","79786360-2012-10-09",20,10,2012-10-09,"HA1",2012,"F","Adult","0",0,2,3,0.4,3,19,0.136363636363636,4,39,0.0930232558139535,5,46,0.0980392156862745,6,76,0.0731707317073171,6,83,0.0674157303370786,6,87,0.0645161290322581,9,101,0.0818181818181818,10,109,0.0840336134453782,11,116,0.0866141732283465,16,148,0.0975609756097561,22,176,0.111111111111111,33,205,0.138655462184874,46,246,0.157534246575342,57,298,0.16056338028169,69,358,0.161592505854801,73,377,0.162222222222222
"7670","79786569","79786569-2012-09-27",60,100,2012-09-27,"HA1",2012,"M","Adult","0",0,1,5,0.166666666666667,1,16,0.0588235294117647,3,21,0.125,5,33,0.131578947368421,8,41,0.163265306122449,8,44,0.153846153846154,12,51,0.19047619047619,12,57,0.173913043478261,12,62,0.162162162162162,14,68,0.170731707317073,19,116,0.140740740740741,34,151,0.183783783783784,44,178,0.198198198198198,47,210,0.182879377431907,52,250,0.172185430463576,58,280,0.171597633136095,60,309,0.16260162601626
"7671","79786569","79786569-2012-10-09",60,70,2012-10-09,"HA1",2012,"M","Adult","0",0,0,1,0,2,10,0.166666666666667,3,18,0.142857142857143,3,27,0.1,10,49,0.169491525423729,13,61,0.175675675675676,15,77,0.16304347826087,18,99,0.153846153846154,23,124,0.156462585034014,25,132,0.159235668789809,46,205,0.183266932270916,63,255,0.19811320754717,67,308,0.178666666666667,74,362,0.169724770642202,74,376,0.164444444444444,75,382,0.164113785557987,75,382,0.164113785557987
"7672","79786569","79786569-2012-10-23",70,100,2012-10-23,"HA1",2012,"M","Adult","0",0,0,5,0,4,29,0.121212121212121,5,39,0.113636363636364,5,48,0.0943396226415094,7,58,0.107692307692308,9,64,0.123287671232877,10,75,0.117647058823529,13,89,0.127450980392157,18,107,0.144,23,120,0.160839160839161,32,156,0.170212765957447,39,184,0.174887892376682,57,240,0.191919191919192,67,303,0.181081081081081,74,354,0.172897196261682,82,407,0.167689161554192,85,451,0.158582089552239
"7674","79786569","79786569-2012-12-04",70,100,2012-12-04,"HA1",2012,"M","Adult","0.746268656716418",0,1,7,0.125,5,40,0.111111111111111,6,52,0.103448275862069,6,65,0.0845070422535211,8,81,0.0898876404494382,14,93,0.130841121495327,15,110,0.12,23,134,0.146496815286624,28,155,0.153005464480874,33,177,0.157142857142857,47,232,0.168458781362007,56,269,0.172307692307692,78,351,0.181818181818182,93,437,0.175471698113208,103,502,0.170247933884298,117,579,0.168103448275862,123,637,0.161842105263158
"7675","79786569","79786569-2012-11-20",60,90,2012-11-20,"HA1",2012,"M","Adult","0",0,0,5,0,4,28,0.125,6,47,0.113207547169811,9,60,0.130434782608696,12,92,0.115384615384615,13,99,0.116071428571429,18,108,0.142857142857143,25,144,0.14792899408284,29,164,0.150259067357513,31,177,0.149038461538462,50,267,0.157728706624606,71,336,0.174447174447174,81,409,0.16530612244898,94,472,0.166077738515901,104,538,0.161993769470405,108,606,0.151260504201681,109,625,0.14850136239782
"7676","79786569","79786569-2012-12-19",50,50,2012-12-19,"HA1",2012,"M","Adult","0",0,1,1,0.5,4,17,0.19047619047619,10,30,0.25,13,51,0.203125,19,85,0.182692307692308,19,102,0.15702479338843,23,124,0.156462585034014,31,169,0.155,40,203,0.164609053497942,42,217,0.162162162162162,85,412,0.17102615694165,123,644,0.160365058670143,134,718,0.157276995305164,137,756,0.153415453527436,137,756,0.153415453527436,137,756,0.153415453527436,137,756,0.153415453527436
"7679","79786569","79786569-2012-10-23",20,10,2012-10-23,"HA1",2012,"M","Adult","2.7027027027027",1,2,4,0.333333333333333,3,23,0.115384615384615,4,45,0.0816326530612245,5,57,0.0806451612903226,7,90,0.0721649484536082,8,99,0.0747663551401869,8,104,0.0714285714285714,11,120,0.083969465648855,13,130,0.0909090909090909,15,137,0.0986842105263158,21,175,0.107142857142857,27,214,0.112033195020747,39,249,0.135416666666667,52,303,0.146478873239437,63,371,0.145161290322581,80,442,0.153256704980843,84,466,0.152727272727273
"7703","79788371","79788371-2012-09-11",10,0,2012-09-11,"HA1",2012,"M","Adult","0",0,0,4,0,2,16,0.111111111111111,4,21,0.16,4,27,0.129032258064516,4,39,0.0930232558139535,5,42,0.106382978723404,5,49,0.0925925925925926,5,52,0.087719298245614,5,56,0.0819672131147541,7,59,0.106060606060606,7,74,0.0864197530864197,13,95,0.12037037037037,16,115,0.122137404580153,22,134,0.141025641025641,26,152,0.146067415730337,33,182,0.153488372093023,35,209,0.14344262295082
"7711","79789358","79789358-2012-11-06",0,30,2012-11-06,"HA1",2012,"M","Adult","2.85714285714286",0,0,7,0,2,32,0.0588235294117647,4,43,0.0851063829787234,5,60,0.0769230769230769,6,85,0.0659340659340659,10,97,0.0934579439252336,12,115,0.094488188976378,16,139,0.103225806451613,19,157,0.107954545454545,22,163,0.118918918918919,33,221,0.12992125984252,43,255,0.144295302013423,54,296,0.154285714285714,69,360,0.160839160839161,75,418,0.152129817444219,85,484,0.149384885764499,98,535,0.154818325434439
"7712","79789358","79789358-2012-10-24",0,60,2012-10-24,"HA1",2012,"M","Adult","7.69230769230769",1,0,6,0,4,19,0.173913043478261,8,29,0.216216216216216,11,45,0.196428571428571,19,64,0.228915662650602,19,72,0.208791208791209,21,89,0.190909090909091,24,112,0.176470588235294,26,124,0.173333333333333,28,145,0.161849710982659,40,208,0.161290322580645,55,257,0.176282051282051,56,307,0.154269972451791,64,353,0.15347721822542,69,405,0.145569620253165,77,448,0.146666666666667,88,490,0.152249134948097
"7713","79789358","79789358-2012-11-20",10,30,2012-11-20,"HA1",2012,"M","Adult","78.9473684210526",1,1,9,0.1,4,34,0.105263157894737,5,67,0.0694444444444444,7,84,0.0769230769230769,13,122,0.0962962962962963,13,135,0.0878378378378378,16,152,0.0952380952380952,22,187,0.105263157894737,24,209,0.103004291845494,29,222,0.115537848605578,44,266,0.141935483870968,54,309,0.148760330578512,65,371,0.149082568807339,79,457,0.147388059701493,91,526,0.147487844408428,105,599,0.149147727272727,109,623,0.148907103825137
"7730","79790568","79790568-2012-09-27",90,70,2012-09-27,"HA1",2012,"M","Adult","17.7777777777778",1,0,6,0,0,16,0,2,29,0.0645161290322581,2,34,0.0555555555555556,4,46,0.08,6,52,0.103448275862069,7,55,0.112903225806452,9,70,0.113924050632911,9,80,0.101123595505618,9,83,0.0978260869565217,16,109,0.128,24,137,0.149068322981366,32,173,0.15609756097561,41,215,0.16015625,55,253,0.178571428571429,60,298,0.167597765363128,60,314,0.160427807486631
"7731","79790568","79790568-2012-10-09",90,80,2012-10-09,"HA1",2012,"M","Adult","0",1,0,4,0,4,21,0.16,8,35,0.186046511627907,8,41,0.163265306122449,11,64,0.146666666666667,11,72,0.132530120481928,12,76,0.136363636363636,14,82,0.145833333333333,18,92,0.163636363636364,20,95,0.173913043478261,25,120,0.172413793103448,31,150,0.171270718232044,41,186,0.180616740088106,53,237,0.182758620689655,67,289,0.188202247191011,73,343,0.175480769230769,74,365,0.168564920273349
"7732","79790568","79790568-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult","0",0,2,4,0.333333333333333,5,15,0.25,6,23,0.206896551724138,9,31,0.225,12,49,0.19672131147541,12,52,0.1875,14,63,0.181818181818182,14,76,0.155555555555556,15,85,0.15,16,90,0.150943396226415,25,128,0.163398692810458,29,154,0.158469945355191,36,186,0.162162162162162,49,233,0.173758865248227,60,293,0.169971671388102,75,355,0.174418604651163,81,405,0.166666666666667
"7733","79790568","79790568-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult","2.08333333333333",0,1,4,0.2,6,28,0.176470588235294,11,53,0.171875,11,66,0.142857142857143,15,98,0.132743362831858,15,112,0.118110236220472,16,117,0.120300751879699,18,129,0.122448979591837,23,144,0.137724550898204,26,151,0.146892655367232,34,187,0.153846153846154,42,231,0.153846153846154,55,292,0.15850144092219,74,359,0.170900692840647,90,435,0.171428571428571,101,514,0.164227642276423,102,547,0.157164869029276
"7734","79790568","79790568-2012-12-04",100,90,2012-12-04,"HA1",2012,"M","Adult","21.7391304347826",0,3,11,0.214285714285714,6,28,0.176470588235294,10,40,0.2,13,53,0.196969696969697,16,79,0.168421052631579,18,85,0.174757281553398,21,99,0.175,23,116,0.165467625899281,24,128,0.157894736842105,25,134,0.157232704402516,35,185,0.159090909090909,44,225,0.163568773234201,54,273,0.165137614678899,73,343,0.175480769230769,88,423,0.172211350293542,106,505,0.173486088379705,116,570,0.169096209912536
"7735","79790568","79790568-2012-11-21",90,60,2012-11-21,"HA1",2012,"M","Adult","95.2380952380952",1,0,7,0,4,26,0.133333333333333,9,41,0.18,12,61,0.164383561643836,17,101,0.144067796610169,17,105,0.139344262295082,22,117,0.158273381294964,28,152,0.155555555555556,31,171,0.153465346534653,33,179,0.155660377358491,49,263,0.157051282051282,63,312,0.168,71,374,0.159550561797753,85,439,0.162213740458015,106,537,0.164852255054432,114,620,0.155313351498638,115,641,0.152116402116402
"7739","79790568","79790568-2012-10-24",80,80,2012-10-24,"HA1",2012,"M","Adult","0",0,0,3,0,2,16,0.111111111111111,7,39,0.152173913043478,11,63,0.148648648648649,15,103,0.127118644067797,19,116,0.140740740740741,22,121,0.153846153846154,25,128,0.163398692810458,26,136,0.160493827160494,27,141,0.160714285714286,37,180,0.170506912442396,47,231,0.169064748201439,60,288,0.172413793103448,76,364,0.172727272727273,86,433,0.165703275529865,90,480,0.157894736842105,90,495,0.153846153846154
"7749","79792086","79792086-2012-10-25",100,10,2012-10-25,"HA1",2012,"F","NotAdult","0",1,4,10,0.285714285714286,6,22,0.214285714285714,6,25,0.193548387096774,7,35,0.166666666666667,9,50,0.152542372881356,10,53,0.158730158730159,11,63,0.148648648648649,13,74,0.149425287356322,13,81,0.138297872340426,15,82,0.154639175257732,20,109,0.155038759689922,26,146,0.151162790697674,36,189,0.16,45,248,0.15358361774744,55,318,0.14745308310992,67,403,0.142553191489362,76,470,0.139194139194139
"7752","79792086","79792086-2012-11-20",100,20,2012-11-20,"HA1",2012,"F","Adult","0",0,1,8,0.111111111111111,9,30,0.230769230769231,11,39,0.22,13,56,0.188405797101449,15,67,0.182926829268293,16,78,0.170212765957447,18,82,0.18,19,90,0.174311926605505,21,100,0.173553719008264,22,109,0.16793893129771,29,157,0.155913978494624,41,206,0.165991902834008,48,253,0.159468438538206,56,327,0.14621409921671,70,416,0.1440329218107,83,502,0.141880341880342,100,578,0.147492625368732
"7753","79792086","79792086-2012-12-18",100,20,2012-12-18,"HA1",2012,"F","Adult","1.76991150442478",0,2,11,0.153846153846154,10,38,0.208333333333333,12,48,0.2,14,69,0.168674698795181,16,80,0.166666666666667,17,92,0.155963302752294,19,96,0.165217391304348,20,104,0.161290322580645,22,114,0.161764705882353,24,126,0.16,32,183,0.148837209302326,48,238,0.167832167832168,61,294,0.171830985915493,72,380,0.15929203539823,89,491,0.153448275862069,105,590,0.151079136690647,124,674,0.155388471177945
"7771","79792581","79792581-2012-10-11",90,70,2012-10-11,"HA1",2012,"F","Adult","0",1,1,6,0.142857142857143,4,22,0.153846153846154,7,41,0.145833333333333,9,49,0.155172413793103,14,65,0.177215189873418,17,75,0.184782608695652,18,83,0.178217821782178,22,104,0.174603174603175,22,117,0.158273381294964,23,121,0.159722222222222,31,160,0.162303664921466,40,201,0.16597510373444,52,248,0.173333333333333,61,301,0.168508287292818,76,352,0.177570093457944,82,415,0.164989939637827,82,439,0.157389635316699
"7772","79792581","79792581-2012-10-24",90,40,2012-10-24,"HA1",2012,"F","Adult","0",0,1,2,0.333333333333333,4,19,0.173913043478261,8,32,0.2,8,43,0.156862745098039,12,67,0.151898734177215,12,75,0.137931034482759,16,87,0.155339805825243,21,109,0.161538461538462,25,124,0.167785234899329,28,131,0.176100628930818,35,179,0.163551401869159,46,237,0.162544169611307,52,291,0.151603498542274,64,347,0.155717761557178,82,418,0.164,89,489,0.153979238754325,91,503,0.153198653198653
"7876","79795600","79795600-2012-09-11",100,40,2012-09-11,"HA1",2012,"M","Adult","0",0,0,1,0,1,7,0.125,1,10,0.0909090909090909,2,16,0.111111111111111,3,21,0.125,4,23,0.148148148148148,6,27,0.181818181818182,8,34,0.19047619047619,8,41,0.163265306122449,9,47,0.160714285714286,14,73,0.160919540229885,16,88,0.153846153846154,18,112,0.138461538461538,21,138,0.132075471698113,26,167,0.134715025906736,34,205,0.142259414225941,37,235,0.136029411764706
